Station Name,CALGARY INTL A,,,,,,,,,,,,,,,,,,,,,,
Province,ALBERTA,,,,,,,,,,,,,,,,,,,,,,
Current Station Operator,NAV Canada,,,,,,,,,,,,,,,,,,,,,,
Latitude,51.12,,,,,,,,,,,,,,,,,,,,,,
Longitude,-114.01,,,,,,,,,,,,,,,,,,,,,,
Elevation,1099.1,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,3031092,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71877,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,YYC,,,,,,,,,,,,,,,,,,,,,,
All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Legend,,,,,,,,,,,,,,,,,,,,,,,
E,Estimated,,,,,,,,,,,,,,,,,,,,,,
M,Missing,,,,,,,,,,,,,,,,,,,,,,
NA,Not Available,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
4/3/2019 18:00,2019,4,3,18:00,10.4,,-8,,27,,18,,15,,64.4,,87.86,,,,,,NA
4/3/2019 19:00,2019,4,3,19:00,10.2,,-8,,27,,18,,8,,64.4,,87.87,,,,,,NA
4/3/2019 20:00,2019,4,3,20:00,9.9,,-8.2,,27,,36,,3,,24.1,,87.91,,,,,,Mostly Cloudy
4/3/2019 21:00,2019,4,3,21:00,9.4,,-5.8,,34,,28,,7,,24.1,,87.93,,,,,,NA
4/3/2019 22:00,2019,4,3,22:00,9.3,,-5.1,,36,,27,,18,,24.1,,87.94,,,,,,NA
4/3/2019 23:00,2019,4,3,23:00,8.2,,-4.9,,39,,27,,15,,24.1,,87.96,,,,,,Mostly Cloudy
4/4/2019 0:00,2019,4,4,0:00,7.6,,-4.7,,42,,28,,8,,24.1,,87.99,,,,,,NA
4/4/2019 1:00,2019,4,4,1:00,8.2,,-4.4,,41,,28,,11,,24.1,,88.02,,,,,,NA
4/4/2019 2:00,2019,4,4,2:00,6.8,,-4.3,,45,,25,,10,,24.1,,88.04,,,,,,Mostly Cloudy
4/4/2019 3:00,2019,4,4,3:00,6.5,,-4.1,,47,,23,,10,,24.1,,88.08,,,,,,NA
4/4/2019 4:00,2019,4,4,4:00,3.5,,-4.8,,55,,20,,8,,24.1,,88.1,,,,,,NA
4/4/2019 5:00,2019,4,4,5:00,6.3,,-4.2,,47,,26,,11,,24.1,,88.12,,,,,,Mostly Cloudy
4/4/2019 6:00,2019,4,4,6:00,6.2,,-4.7,,46,,26,,18,,64.4,,88.13,,,,,,NA
4/4/2019 7:00,2019,4,4,7:00,7.7,,-4.2,,43,,28,,21,,64.4,,88.21,,,,,,NA
4/4/2019 8:00,2019,4,4,8:00,7.2,,-2.9,,49,,35,,9,,64.4,,88.31,,,,,,Mainly Clear
4/4/2019 9:00,2019,4,4,9:00,9.5,,-3,,41,,1,,17,,64.4,,88.36,,,,,,NA
4/4/2019 10:00,2019,4,4,10:00,10,,-3.2,,39,,3,,17,,64.4,,88.4,,,,,,NA
4/4/2019 11:00,2019,4,4,11:00,11.1,,-3.4,,36,,5,,16,,64.4,,88.42,,,,,,Mainly Clear
4/4/2019 12:00,2019,4,4,12:00,11.2,,-2.2,,39,,5,,19,,64.4,,88.42,,,,,,NA
4/4/2019 13:00,2019,4,4,13:00,11.6,,-1.7,,39,,4,,18,,64.4,,88.42,,,,,,NA
4/4/2019 14:00,2019,4,4,14:00,11.4,,-0.6,,43,,5,,12,,64.4,,88.44,,,,,,Mostly Cloudy
4/4/2019 15:00,2019,4,4,15:00,12,,-1.2,,40,,3,,17,,64.4,,88.44,,,,,,NA
4/4/2019 16:00,2019,4,4,16:00,11.7,,-1.2,,41,,5,,22,,64.4,,88.47,,,,,,NA
4/4/2019 17:00,2019,4,4,17:00,9.6,,0.1,,51,,3,,35,,8.1,,88.5,,,,,,Haze
4/4/2019 18:00,2019,4,4,18:00,6.7,,-0.2,,61,,3,,34,,9.7,,88.58,,,,,,Haze
4/4/2019 19:00,2019,4,4,19:00,4.8,,-0.4,,69,,2,,21,,14.5,,88.64,,,,,,NA
4/4/2019 20:00,2019,4,4,20:00,3.4,,-0.9,,73,,2,,16,,16.1,,88.71,,,,,,Mainly Clear
4/4/2019 21:00,2019,4,4,21:00,3,,-1.3,,73,,3,,14,,16.1,,88.79,,,,,,NA
4/4/2019 22:00,2019,4,4,22:00,1.3,,-2.2,,77,,4,,15,,19.3,,88.82,,,,,,NA
4/4/2019 23:00,2019,4,4,23:00,1.1,,-2,,80,,6,,7,,24.1,,88.82,,,,,,Mostly Cloudy
4/5/2019 0:00,2019,4,5,0:00,0.3,,-2.1,,84,,6,,7,,19.3,,88.82,,,,,,NA
4/5/2019 1:00,2019,4,5,1:00,0.2,,-1.5,,88,,8,,6,,12.9,,88.81,,,,,,NA
4/5/2019 2:00,2019,4,5,2:00,0.4,,-1.2,,89,,14,,7,,9.7,,88.77,,,,,,Fog
4/5/2019 3:00,2019,4,5,3:00,0,,-1.5,,90,,14,,8,,6.4,,88.73,,,,-3,,Fog
4/5/2019 4:00,2019,4,5,4:00,-0.6,,-1.8,,92,,16,,14,,4.8,,88.7,,,,-5,,Fog
4/5/2019 5:00,2019,4,5,5:00,-1.5,,-2.5,,93,,15,,15,,0.4,,88.66,,,,-6,,Freezing Fog
4/5/2019 6:00,2019,4,5,6:00,-1.8,,-2.5,,95,,18,,13,,0.4,,88.63,,,,-6,,Freezing Fog
4/5/2019 7:00,2019,4,5,7:00,-1.6,,-2.2,,95,,17,,13,,2.4,,88.6,,,,-6,,Fog
4/5/2019 8:00,2019,4,5,8:00,0.5,,-0.8,,91,,18,,17,,8.1,,88.56,,,,,,Fog
4/5/2019 9:00,2019,4,5,9:00,2.9,,-0.6,,78,,14,,15,,11.3,,88.52,,,,,,NA
4/5/2019 10:00,2019,4,5,10:00,4.7,,-1.6,,64,,18,,21,,11.3,,88.48,,,,,,NA
4/5/2019 11:00,2019,4,5,11:00,5.8,,-0.6,,63,,17,,22,,14.5,,88.45,,,,,,Cloudy
4/5/2019 12:00,2019,4,5,12:00,7,,-0.6,,58,,16,,28,,24.1,,88.37,,,,,,NA
4/5/2019 13:00,2019,4,5,13:00,8.1,,-0.4,,55,,14,,23,,24.1,,88.27,,,,,,NA
4/5/2019 14:00,2019,4,5,14:00,9,,-1.2,,48,,14,,27,,24.1,,88.18,,,,,,Cloudy
4/5/2019 15:00,2019,4,5,15:00,9.9,,-0.8,,47,,15,,21,,24.1,,88.12,,,,,,NA
4/5/2019 16:00,2019,4,5,16:00,9.8,,-1.2,,46,,17,,26,,24.1,,88.07,,,,,,NA
4/5/2019 17:00,2019,4,5,17:00,9.9,,-0.8,,47,,18,,24,,24.1,,88.01,,,,,,Cloudy
4/5/2019 18:00,2019,4,5,18:00,9.3,,-0.7,,49,,17,,25,,24.1,,87.97,,,,,,NA
4/5/2019 19:00,2019,4,5,19:00,8.2,,-0.8,,53,,16,,22,,16.1,,87.92,,,,,,NA
4/5/2019 20:00,2019,4,5,20:00,7.2,,-0.6,,58,,14,,21,,16.1,,87.89,,,,,,Mainly Clear
4/5/2019 21:00,2019,4,5,21:00,5.6,,-0.7,,64,,15,,16,,24.1,,87.86,,,,,,NA
4/5/2019 22:00,2019,4,5,22:00,4.7,,-0.5,,69,,13,,14,,24.1,,87.83,,,,,,NA
4/5/2019 23:00,2019,4,5,23:00,4.1,,-0.6,,72,,15,,4,,24.1,,87.78,,,,,,Mainly Clear
4/6/2019 0:00,2019,4,6,0:00,3.3,,-1.4,,71,,17,,13,,24.1,,87.72,,,,,,NA
4/6/2019 1:00,2019,4,6,1:00,3.8,,-0.8,,72,,16,,7,,24.1,,87.67,,,,,,NA
4/6/2019 2:00,2019,4,6,2:00,2.6,,-1.1,,77,,25,,8,,24.1,,87.58,,,,,,Mainly Clear
4/6/2019 3:00,2019,4,6,3:00,1.3,,-1.6,,81,,19,,13,,24.1,,87.56,,,,,,NA
4/6/2019 4:00,2019,4,6,4:00,2.1,,-0.7,,82,,22,,7,,24.1,,87.52,,,,,,NA
4/6/2019 5:00,2019,4,6,5:00,3,,0.1,,81,,22,,8,,24.1,,87.5,,,,,,Cloudy
4/6/2019 6:00,2019,4,6,6:00,2.7,,-0.8,,78,,23,,5,,32.2,,87.42,,,,,,NA
4/6/2019 7:00,2019,4,6,7:00,3,,-0.4,,78,,23,,9,,64.4,,87.38,,,,,,NA
4/6/2019 8:00,2019,4,6,8:00,4.5,,-1.2,,67,,22,,13,,64.4,,87.36,,,,,,Mostly Cloudy
4/6/2019 9:00,2019,4,6,9:00,9.3,,-3.5,,40,,28,,37,,64.4,,87.37,,,,,,NA
4/6/2019 10:00,2019,4,6,10:00,9.5,,-4.6,,36,,27,,30,,64.4,,87.39,,,,,,NA
4/6/2019 11:00,2019,4,6,11:00,10.9,,-7.5,,27,,29,,30,,64.4,,87.44,,,,,,Mostly Cloudy
4/6/2019 12:00,2019,4,6,12:00,11.3,,-11,,20,,28,,32,,64.4,,87.47,,,,,,NA
4/6/2019 13:00,2019,4,6,13:00,12.3,,-11.7,,18,,28,,36,,64.4,,87.49,,,,,,NA
4/6/2019 14:00,2019,4,6,14:00,12.8,,-10.7,,18,,29,,34,,64.4,,87.52,,,,,,Mainly Clear
4/6/2019 15:00,2019,4,6,15:00,11.8,,-10.9,,19,,27,,26,,64.4,,87.55,,,,,,NA
4/6/2019 16:00,2019,4,6,16:00,10.7,,-10.9,,21,,28,,38,,64.4,,87.6,,,,,,NA
4/6/2019 17:00,2019,4,6,17:00,9.9,,-8.8,,26,,27,,36,,64.4,,87.66,,,,,,Mostly Cloudy
4/6/2019 18:00,2019,4,6,18:00,8.5,,-6.6,,34,,27,,22,,64.4,,87.74,,,,,,NA
4/6/2019 19:00,2019,4,6,19:00,8.1,,-6.2,,36,,26,,18,,32.2,,87.8,,,,,,NA
4/6/2019 20:00,2019,4,6,20:00,7.6,,-7,,35,,28,,15,,16.1,,87.88,,,,,,Mostly Cloudy
4/6/2019 21:00,2019,4,6,21:00,7,,-7.3,,35,,28,,16,,24.1,,87.92,,,,,,NA
4/6/2019 22:00,2019,4,6,22:00,5.1,,-7.2,,41,,28,,9,,24.1,,87.95,,,,,,NA
4/6/2019 23:00,2019,4,6,23:00,4.3,,-7.1,,43,,26,,9,,24.1,,87.98,,,,,,Clear
4/7/2019 0:00,2019,4,7,0:00,3.9,,-7.3,,44,,23,,9,,24.1,,88.04,,,,,,NA
4/7/2019 1:00,2019,4,7,1:00,3.2,,-7.4,,46,,26,,10,,24.1,,88.09,,,,,,NA
4/7/2019 2:00,2019,4,7,2:00,3.3,,-7.7,,44,,26,,8,,24.1,,88.12,,,,,,Mainly Clear
4/7/2019 3:00,2019,4,7,3:00,4.6,,-8.5,,38,,27,,16,,24.1,,88.07,,,,,,NA
4/7/2019 4:00,2019,4,7,4:00,4.8,,-9.6,,35,,23,,12,,24.1,,88.06,,,,,,NA
4/7/2019 5:00,2019,4,7,5:00,5,,-9.1,,35,,26,,22,,24.1,,88.03,,,,,,Mostly Cloudy
4/7/2019 6:00,2019,4,7,6:00,4.2,,-8.9,,38,,24,,13,,64.4,,88.04,,,,,,NA
4/7/2019 7:00,2019,4,7,7:00,4.5,,-8.6,,38,,19,,11,,64.4,,88.06,,,,,,NA
4/7/2019 8:00,2019,4,7,8:00,5.8,,-9.5,,33,,22,,17,,64.4,,88.07,,,,,,Mostly Cloudy
4/7/2019 9:00,2019,4,7,9:00,6.8,,-9.3,,31,,27,,12,,64.4,,88.09,,,,,,NA
4/7/2019 10:00,2019,4,7,10:00,7.4,,-9.3,,30,,28,,8,,64.4,,88.04,,,,,,NA
4/7/2019 11:00,2019,4,7,11:00,8.7,,-9.2,,27,,28,,10,,64.4,,88.06,,,,,,Mostly Cloudy
4/7/2019 12:00,2019,4,7,12:00,9.5,,-9.5,,25,,28,,14,,64.4,,88.05,,,,,,NA
4/7/2019 13:00,2019,4,7,13:00,11.6,,-7.8,,25,,33,,7,,64.4,,88.01,,,,,,NA
4/7/2019 14:00,2019,4,7,14:00,10.3,,-8.8,,25,,19,,8,,64.4,,87.99,,,,,,Mostly Cloudy
4/7/2019 15:00,2019,4,7,15:00,11.5,,-7.6,,25,,20,,11,,48.3,,87.99,,,,,,NA
4/7/2019 16:00,2019,4,7,16:00,13,,-9.4,,20,,26,,23,,40.2,,87.99,,,,,,NA
4/7/2019 17:00,2019,4,7,17:00,11.4,,-6.8,,27,,35,,27,,40.2,,88.09,,,,,,Mainly Clear
4/7/2019 18:00,2019,4,7,18:00,11.2,,-6.7,,28,,27,,23,,32.2,,88.17,,,,,,NA
4/7/2019 19:00,2019,4,7,19:00,8.3,,-4.7,,39,,30,,7,,11.3,,88.28,,,,,,NA
4/7/2019 20:00,2019,4,7,20:00,7.2,,-6.7,,37,,32,,22,,16.1,,88.38,,,,,,Mainly Clear
4/7/2019 21:00,2019,4,7,21:00,4.2,,-2.6,,61,,4,,17,,24.1,,88.52,,,,,,NA
4/7/2019 22:00,2019,4,7,22:00,4.3,,-2.5,,61,,26,,4,,24.1,,88.59,,,,,,NA
4/7/2019 23:00,2019,4,7,23:00,4,,-3.5,,58,,25,,4,,24.1,,88.63,,,,,,Mainly Clear
4/8/2019 0:00,2019,4,8,0:00,3.3,,-5.6,,52,,36,,2,,24.1,,88.67,,,,,,NA
4/8/2019 1:00,2019,4,8,1:00,-0.2,,-7,,60,,3,,8,,24.1,,88.73,,,,-3,,NA
4/8/2019 2:00,2019,4,8,2:00,0.1,,-7.2,,58,,33,,5,,24.1,,88.75,,,,,,Mainly Clear
4/8/2019 3:00,2019,4,8,3:00,5.2,,-7.2,,40,,28,,24,,24.1,,88.8,,,,,,NA
4/8/2019 4:00,2019,4,8,4:00,4.8,,-7.7,,40,,28,,23,,24.1,,88.85,,,,,,NA
4/8/2019 5:00,2019,4,8,5:00,2.8,,-8.3,,44,,33,,11,,32.2,,88.89,,,,,,Clear
4/8/2019 6:00,2019,4,8,6:00,4,,-8.8,,39,,30,,17,,64.4,,88.95,,,,,,NA
4/8/2019 7:00,2019,4,8,7:00,5.7,,-9,,34,,29,,22,,64.4,,88.99,,,,,,NA
4/8/2019 8:00,2019,4,8,8:00,7,,-8.6,,32,,29,,21,,64.4,,89.02,,,,,,Clear
4/8/2019 9:00,2019,4,8,9:00,8.7,,-9.5,,27,,33,,13,,64.4,,89.04,,,,,,NA
4/8/2019 10:00,2019,4,8,10:00,9.1,,-9.6,,26,,34,,10,,64.4,,89.05,,,,,,NA
4/8/2019 11:00,2019,4,8,11:00,10.5,,-7.3,,28,,5,,8,,64.4,,89.05,,,,,,Mainly Clear
4/8/2019 12:00,2019,4,8,12:00,10.1,,-8,,27,,12,,5,,64.4,,89.04,,,,,,NA
4/8/2019 13:00,2019,4,8,13:00,11.6,,-7.8,,25,,16,,8,,64.4,,88.96,,,,,,NA
4/8/2019 14:00,2019,4,8,14:00,11.9,,-9.3,,22,,16,,10,,64.4,,88.9,,,,,,Clear
4/8/2019 15:00,2019,4,8,15:00,13.3,,-9.6,,19,,14,,14,,64.4,,88.86,,,,,,NA
4/8/2019 16:00,2019,4,8,16:00,13.6,,-9.7,,19,,17,,17,,64.4,,88.81,,,,,,NA
4/8/2019 17:00,2019,4,8,17:00,12.6,,-10.1,,20,,14,,16,,56.3,,88.82,,,,,,Mainly Clear
4/8/2019 18:00,2019,4,8,18:00,12.1,,-9.4,,21,,13,,17,,64.4,,88.79,,,,,,NA
4/8/2019 19:00,2019,4,8,19:00,10.1,,-9.5,,24,,11,,17,,64.4,,88.76,,,,,,NA
4/8/2019 20:00,2019,4,8,20:00,8,,-9.1,,29,,12,,16,,32.2,,88.76,,,,,,Mainly Clear
4/8/2019 21:00,2019,4,8,21:00,7.1,,-9.4,,30,,12,,20,,24.1,,88.76,,,,,,NA
4/8/2019 22:00,2019,4,8,22:00,5.9,,-9.2,,33,,13,,18,,24.1,,88.75,,,,,,NA
4/8/2019 23:00,2019,4,8,23:00,4.6,,-8.8,,37,,13,,11,,24.1,,88.74,,,,,,Clear
4/9/2019 0:00,2019,4,9,0:00,4.1,,-8.8,,39,,19,,4,,24.1,,88.73,,,,,,NA
4/9/2019 1:00,2019,4,9,1:00,-0.1,,-9.7,,48,,4,,5,,24.1,,88.72,,,,-2,,NA
4/9/2019 2:00,2019,4,9,2:00,-1.7,,-9.1,,57,,36,,7,,24.1,,88.7,,,,-4,,Mainly Clear
4/9/2019 3:00,2019,4,9,3:00,-1.8,,-8.8,,59,,35,,8,,24.1,,88.7,,,,-5,,NA
4/9/2019 4:00,2019,4,9,4:00,-2.9,,-9.1,,62,,32,,6,,24.1,,88.71,,,,-5,,NA
4/9/2019 5:00,2019,4,9,5:00,-3,,-8.8,,64,,36,,7,,24.1,,88.71,,,,-6,,Clear
4/9/2019 6:00,2019,4,9,6:00,-4.2,,-9.3,,68,,36,,8,,64.4,,88.71,,,,-8,,NA
4/9/2019 7:00,2019,4,9,7:00,-1.1,,-7.3,,63,,35,,7,,64.4,,88.74,,,,-4,,NA
4/9/2019 8:00,2019,4,9,8:00,2.6,,-7,,49,,33,,8,,24.1,,88.74,,,,,,Mostly Cloudy
4/9/2019 9:00,2019,4,9,9:00,6.1,,-6.1,,41,,36,,6,,24.1,,88.73,,,,,,NA
4/9/2019 10:00,2019,4,9,10:00,7.5,,-5.6,,39,,36,,1,,64.4,,88.73,,,,,,NA
4/9/2019 11:00,2019,4,9,11:00,9.2,,-6.6,,32,,12,,17,,24.1,,88.74,,,,,,Mostly Cloudy
4/9/2019 12:00,2019,4,9,12:00,11.2,,-7,,27,,15,,18,,64.4,,88.71,,,,,,NA
4/9/2019 13:00,2019,4,9,13:00,11.4,,-7.9,,25,,13,,19,,64.4,,88.71,,,,,,NA
4/9/2019 14:00,2019,4,9,14:00,12.4,,-7.9,,24,,17,,16,,64.4,,88.7,,,,,,Cloudy
4/9/2019 15:00,2019,4,9,15:00,13,,-7.4,,23,,11,,22,,64.4,,88.71,,,,,,NA
4/9/2019 16:00,2019,4,9,16:00,12,,-8.1,,24,,12,,17,,64.4,,88.71,,,,,,NA
4/9/2019 17:00,2019,4,9,17:00,12.2,,-8.5,,23,,17,,18,,64.4,,88.73,,,,,,Mostly Cloudy
4/9/2019 18:00,2019,4,9,18:00,11.3,,-8.3,,24,,16,,19,,48.3,,88.76,,,,,,NA
4/9/2019 19:00,2019,4,9,19:00,10.2,,-8.1,,27,,14,,18,,48.3,,88.79,,,,,,NA
4/9/2019 20:00,2019,4,9,20:00,8.5,,-7.7,,31,,13,,14,,24.1,,88.81,,,,,,Mostly Cloudy
4/9/2019 21:00,2019,4,9,21:00,7.2,,-7.2,,35,,14,,14,,24.1,,88.86,,,,,,NA
4/9/2019 22:00,2019,4,9,22:00,5.8,,-6.4,,41,,17,,9,,24.1,,88.88,,,,,,NA
4/9/2019 23:00,2019,4,9,23:00,4.6,,-5.6,,47,,16,,11,,24.1,,88.88,,,,,,Mostly Cloudy
4/10/2019 0:00,2019,4,10,0:00,3.6,,-5.4,,52,,17,,12,,24.1,,88.91,,,,,,NA
4/10/2019 1:00,2019,4,10,1:00,3.5,,-4.8,,54,,20,,8,,24.1,,88.95,,,,,,NA
4/10/2019 2:00,2019,4,10,2:00,3,,-5,,56,,19,,10,,24.1,,88.96,,,,,,Mostly Cloudy
4/10/2019 3:00,2019,4,10,3:00,4.1,,-4.9,,52,,26,,3,,24.1,,88.97,,,,,,NA
4/10/2019 4:00,2019,4,10,4:00,4.9,,-4.4,,51,,34,,5,,24.1,,89,,,,,,NA
4/10/2019 5:00,2019,4,10,5:00,3.4,,-3.1,,63,,36,,13,,24.1,,89.02,,,,,,Mostly Cloudy
4/10/2019 6:00,2019,4,10,6:00,2.8,,-2.1,,71,,8,,9,,48.3,,89.05,,,,,,NA
4/10/2019 7:00,2019,4,10,7:00,3.5,,-2,,67,,11,,6,,24.1,,89.1,,,,,,NA
4/10/2019 8:00,2019,4,10,8:00,6,,-1.3,,60,,10,,9,,24.1,,89.1,,,,,,Cloudy
4/10/2019 9:00,2019,4,10,9:00,7.1,,-2.7,,50,,14,,13,,24.1,,89.07,,,,,,NA
4/10/2019 10:00,2019,4,10,10:00,8.8,,-4.2,,40,,18,,22,,24.1,,89.03,,,,,,NA
4/10/2019 11:00,2019,4,10,11:00,9.7,,-4.8,,36,,17,,29,,24.1,,88.99,,,,,,Mostly Cloudy
4/10/2019 12:00,2019,4,10,12:00,9.5,,-4.8,,36,,18,,26,,24.1,,88.93,,,,,,NA
4/10/2019 13:00,2019,4,10,13:00,11.3,,-6,,29,,16,,36,,24.1,,88.88,,,,,,NA
4/10/2019 14:00,2019,4,10,14:00,10.9,,-6.4,,29,,18,,37,,24.1,,88.87,,,,,,Mostly Cloudy
4/10/2019 15:00,2019,4,10,15:00,9.1,,-5.5,,35,,17,,30,,24.1,,88.82,,,,,,NA
4/10/2019 16:00,2019,4,10,16:00,7.1,,-0.5,,58,,27,,16,,24.1,,88.81,,,,,,NA
4/10/2019 17:00,2019,4,10,17:00,7,,-1,,57,,27,,12,,24.1,,88.78,,,,,,Mostly Cloudy
4/10/2019 18:00,2019,4,10,18:00,6.3,,-0.5,,62,,25,,11,,24.1,,88.76,,,,,,NA
4/10/2019 19:00,2019,4,10,19:00,6,,-1.1,,60,,17,,6,,24.1,,88.74,,,,,,NA
4/10/2019 20:00,2019,4,10,20:00,6.1,,-1,,60,,30,,7,,22.5,,88.73,,,,,,Rain Showers
4/10/2019 21:00,2019,4,10,21:00,5.6,,0.3,,69,,28,,10,,20.9,,88.73,,,,,,Rain Showers
4/10/2019 22:00,2019,4,10,22:00,4.6,,0.2,,73,,31,,8,,24.1,,88.7,,,,,,NA
4/10/2019 23:00,2019,4,10,23:00,4.8,,0.1,,71,,23,,11,,24.1,,88.67,,,,,,Mostly Cloudy
4/11/2019 0:00,2019,4,11,0:00,4.3,,0.2,,74,,24,,11,,24.1,,88.64,,,,,,NA
4/11/2019 1:00,2019,4,11,1:00,3.8,,0.4,,78,,22,,8,,24.1,,88.61,,,,,,NA
4/11/2019 2:00,2019,4,11,2:00,3.7,,0.5,,80,,20,,4,,24.1,,88.56,,,,,,Mostly Cloudy
4/11/2019 3:00,2019,4,11,3:00,2.8,,-0.2,,81,,6,,7,,24.1,,88.54,,,,,,NA
4/11/2019 4:00,2019,4,11,4:00,2.4,,-0.3,,83,,36,,2,,24.1,,88.54,,,,,,NA
4/11/2019 5:00,2019,4,11,5:00,1.5,,-0.8,,84,,34,,9,,24.1,,88.53,,,,,,Mostly Cloudy
4/11/2019 6:00,2019,4,11,6:00,0.6,,-1.4,,87,,2,,10,,19.3,,88.53,,,,,,NA
4/11/2019 7:00,2019,4,11,7:00,2.3,,0,,85,,35,,7,,24.1,,88.55,,,,,,NA
4/11/2019 8:00,2019,4,11,8:00,3,,0.1,,81,,7,,5,,16.1,,88.57,,,,,,Mostly Cloudy
4/11/2019 9:00,2019,4,11,9:00,5.3,,1,,74,,7,,9,,24.1,,88.56,,,,,,NA
4/11/2019 10:00,2019,4,11,10:00,4.6,,0.4,,74,,31,,13,,24.1,,88.57,,,,,,NA
4/11/2019 11:00,2019,4,11,11:00,3.6,,0.2,,79,,35,,18,,16.1,,88.62,,,,,,Rain Showers
4/11/2019 12:00,2019,4,11,12:00,3,,0.6,,84,,1,,22,,8.1,,88.6,,,,,,"Rain Showers,Fog"
4/11/2019 13:00,2019,4,11,13:00,3.5,,1.8,,89,,35,,20,,8.1,,88.6,,,,,,"Rain Showers,Fog"
4/11/2019 14:00,2019,4,11,14:00,3.2,,1.3,,87,,35,,25,,9.7,,88.62,,,,,,Fog
4/11/2019 15:00,2019,4,11,15:00,2.9,,1.3,,89,,35,,25,,9.7,,88.61,,,,,,Fog
4/11/2019 16:00,2019,4,11,16:00,2.4,,0.8,,89,,35,,22,,9.7,,88.61,,,,,,"Rain Showers,Fog"
4/11/2019 17:00,2019,4,11,17:00,1.1,,-0.4,,90,,34,,23,,1.2,,88.64,,,,,,"Rain Showers,Snow Showers,Fog"
4/11/2019 18:00,2019,4,11,18:00,0.3,,-0.6,,93,,36,,20,,1,,88.67,,,,,,Snow Showers
4/11/2019 19:00,2019,4,11,19:00,0.8,,-0.1,,94,,35,,13,,6.4,,88.71,,,,,,"Snow Showers,Snow Pellets,Fog"
4/11/2019 20:00,2019,4,11,20:00,0.6,,-0.2,,94,,36,,14,,6.4,,88.73,,,,,,"Rain Showers,Fog"
4/11/2019 21:00,2019,4,11,21:00,0.6,,-0.2,,94,,35,,11,,6.4,,88.74,,,,,,"Ice Pellet Showers,Snow Showers,Fog"
4/11/2019 22:00,2019,4,11,22:00,0.6,,-0.2,,95,,33,,9,,3.2,,88.74,,,,,,"Snow Pellets,Fog"
4/11/2019 23:00,2019,4,11,23:00,0.3,,-0.4,,95,,36,,10,,2.4,,88.73,,,,,,"Snow Showers,Fog"
4/12/2019 0:00,2019,4,12,0:00,0.4,,-0.3,,95,,35,,14,,6.4,,88.73,,,,,,"Snow Showers,Fog"
4/12/2019 1:00,2019,4,12,1:00,0.3,,-0.5,,94,,34,,18,,8.1,,88.74,,,,,,"Snow Showers,Fog"
4/12/2019 2:00,2019,4,12,2:00,0.3,,-0.7,,93,,35,,20,,8.1,,88.76,,,,,,"Snow Pellets,Fog"
4/12/2019 3:00,2019,4,12,3:00,0,,-1.2,,92,,36,,21,,8.1,,88.78,,,,-5,,Fog
4/12/2019 4:00,2019,4,12,4:00,-0.3,,-1.6,,91,,36,,27,,9.7,,88.78,,,,-7,,Fog
4/12/2019 5:00,2019,4,12,5:00,-0.8,,-2,,91,,34,,15,,8.1,,88.83,,,,-5,,Fog
4/12/2019 6:00,2019,4,12,6:00,-1,,-2.2,,92,,36,,11,,6.4,,88.87,,,,-5,,Fog
4/12/2019 7:00,2019,4,12,7:00,-1.1,,-2.5,,91,,34,,19,,6.4,,88.88,,,,-6,,Fog
4/12/2019 8:00,2019,4,12,8:00,-1,,-2.1,,92,,2,,18,,6.4,,88.9,,,,-6,,Fog
4/12/2019 9:00,2019,4,12,9:00,-0.6,,-2.4,,88,,35,,12,,8.1,,88.89,,,,-5,,Fog
4/12/2019 10:00,2019,4,12,10:00,0.5,,-1.7,,85,,36,,14,,16.1,,88.87,,,,,,NA
4/12/2019 11:00,2019,4,12,11:00,2.2,,-1.6,,76,,2,,12,,24.1,,88.86,,,,,,Mainly Clear
4/12/2019 12:00,2019,4,12,12:00,3,,-1.1,,74,,35,,10,,16.1,,88.82,,,,,,NA
4/12/2019 13:00,2019,4,12,13:00,4.7,,-1.6,,64,,29,,9,,16.1,,88.76,,,,,,NA
4/12/2019 14:00,2019,4,12,14:00,5.6,,-1.5,,60,,28,,5,,16.1,,88.69,,,,,,Mostly Cloudy
4/12/2019 15:00,2019,4,12,15:00,7.4,,-1.6,,53,,17,,6,,16.1,,88.63,,,,,,NA
4/12/2019 16:00,2019,4,12,16:00,6.9,,-2.8,,50,,18,,16,,16.1,,88.55,,,,,,NA
4/12/2019 17:00,2019,4,12,17:00,7,,-3.5,,47,,22,,13,,24.1,,88.54,,,,,,Mainly Clear
4/12/2019 18:00,2019,4,12,18:00,6.7,,-2.7,,51,,20,,14,,24.1,,88.49,,,,,,NA
